file_path,relative_path,class_label,file_extension,split_assigned,file_size_bytes,sha256_hash,width,height,color_mode,aspect_ratio,channels,phash,dhash,is_valid,error_flag,image_format,file_count,split_count,class_count,cross_split,label_conflict
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1021.jpg,Training/notumor/Tr-no_1021.jpg,notumor,.jpg,train,37052,14963471b7c2744df51c1da54f4e519cecc34aa12944f1968620da1d36d2c5c2,339,415,RGB,0.8168674698795181,3,804a4ba93fb57c96,e1d4b4b6b2b2d4e9,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_503.jpg,Training/notumor/Tr-no_503.jpg,notumor,.jpg,train,37052,14963471b7c2744df51c1da54f4e519cecc34aa12944f1968620da1d36d2c5c2,339,415,RGB,0.8168674698795181,3,804a4ba93fb57c96,e1d4b4b6b2b2d4e9,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\pituitary\Tr-pi_246.jpg,Training/pituitary/Tr-pi_246.jpg,pituitary,.jpg,train,16405,14a873e8998c4a88896fd7be1155eeaf656b88209c8e9fcf7db731de3478484c,225,225,RGB,1.0,3,805b2f867aa97b26,f0e8bab2a8a8a2ea,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\pituitary\Tr-pi_698.jpg,Training/pituitary/Tr-pi_698.jpg,pituitary,.jpg,train,16405,14a873e8998c4a88896fd7be1155eeaf656b88209c8e9fcf7db731de3478484c,225,225,RGB,1.0,3,805b2f867aa97b26,f0e8bab2a8a8a2ea,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\pituitary\Tr-pi_969.jpg,Training/pituitary/Tr-pi_969.jpg,pituitary,.jpg,train,16405,14a873e8998c4a88896fd7be1155eeaf656b88209c8e9fcf7db731de3478484c,225,225,RGB,1.0,3,805b2f867aa97b26,f0e8bab2a8a8a2ea,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1281.jpg,Training/notumor/Tr-no_1281.jpg,notumor,.jpg,train,14699,1760da4ac516c8564bf06bc349176a1463dbb49f4de7b6d0b986ff015b96bd62,200,252,RGB,0.7936507936507936,3,d0161ffa7a962951,e8cccc8c8e96ccf0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_550.jpg,Training/notumor/Tr-no_550.jpg,notumor,.jpg,train,14699,1760da4ac516c8564bf06bc349176a1463dbb49f4de7b6d0b986ff015b96bd62,200,252,RGB,0.7936507936507936,3,d0161ffa7a962951,e8cccc8c8e96ccf0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Testing\glioma\Te-gl_171.jpg,Testing/glioma/Te-gl_171.jpg,glioma,.jpg,test,28239,177abe5e79819aaca240e172e350d26a7b6e4d12c1c4c9f5a16c6cbb2e2a650d,310,380,RGB,0.8157894736842105,3,c687053f1abc8fb0,6ccced657568a6f0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Testing\glioma\Te-gl_228.jpg,Testing/glioma/Te-gl_228.jpg,glioma,.jpg,test,28239,177abe5e79819aaca240e172e350d26a7b6e4d12c1c4c9f5a16c6cbb2e2a650d,310,380,RGB,0.8157894736842105,3,c687053f1abc8fb0,6ccced657568a6f0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1244.jpg,Training/notumor/Tr-no_1244.jpg,notumor,.jpg,train,14368,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,201,251,RGB,0.8007968127490039,3,91971ed87a24795c,70d0d4d6b0d2f0f0,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1392.jpg,Training/notumor/Tr-no_1392.jpg,notumor,.jpg,train,14368,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,201,251,RGB,0.8007968127490039,3,91971ed87a24795c,70d0d4d6b0d2f0f0,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_781.jpg,Training/notumor/Tr-no_781.jpg,notumor,.jpg,train,14368,17bd1588f84aafbccb846c974ae1f24cef5ce6f0fc0f32a4417af50bfe9f52cd,201,251,RGB,0.8007968127490039,3,91971ed87a24795c,70d0d4d6b0d2f0f0,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Testing\glioma\Te-gl_177.jpg,Testing/glioma/Te-gl_177.jpg,glioma,.jpg,test,25760,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,512,512,RGB,1.0,3,96d3396c61c566c9,92f8e8e8e8e4f092,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Testing\glioma\Te-gl_36.jpg,Testing/glioma/Te-gl_36.jpg,glioma,.jpg,test,25760,192cb19f45e0c2f320174ae32077f828514d07d101a3042b1064776e6bc28cd6,512,512,RGB,1.0,3,96d3396c61c566c9,92f8e8e8e8e4f092,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\pituitary\Tr-pi_1309.jpg,Training/pituitary/Tr-pi_1309.jpg,pituitary,.jpg,train,34589,1bbe995f377f1eb224e2a963238bbfacf7bf49a3d7219bbc3dd781b5c34e4fb8,512,512,RGB,1.0,3,c03d2bf42d693666,b2e8d0d4ccccd469,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\pituitary\Tr-pi_261.jpg,Training/pituitary/Tr-pi_261.jpg,pituitary,.jpg,train,34589,1bbe995f377f1eb224e2a963238bbfacf7bf49a3d7219bbc3dd781b5c34e4fb8,512,512,RGB,1.0,3,c03d2bf42d693666,b2e8d0d4ccccd469,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1267.jpg,Training/notumor/Tr-no_1267.jpg,notumor,.jpg,train,17506,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,236,236,RGB,1.0,3,954a46797aa67859,78dcf8ec989eceee,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_380.jpg,Training/notumor/Tr-no_380.jpg,notumor,.jpg,train,17506,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,236,236,RGB,1.0,3,954a46797aa67859,78dcf8ec989eceee,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_387.jpg,Training/notumor/Tr-no_387.jpg,notumor,.jpg,train,17506,1e1a27e88f2812b4b950fca09bf5f4b8fe20514826756ac69b37b43c0c73214b,236,236,RGB,1.0,3,954a46797aa67859,78dcf8ec989eceee,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_224.jpg,Training/notumor/Tr-no_224.jpg,notumor,.jpg,train,10180,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,225,225,RGB,1.0,3,c64f3fb07892612b,70f0d4d4d4d4f070,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_232.jpg,Training/notumor/Tr-no_232.jpg,notumor,.jpg,train,10180,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,225,225,RGB,1.0,3,c64f3fb07892612b,70f0d4d4d4d4f070,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_29.jpg,Training/notumor/Tr-no_29.jpg,notumor,.jpg,train,10180,20b0c7de1c131e75deff54e8f0c51eef6c48116cdcbf7bb1f47fc7e4c7f07ab1,225,225,RGB,1.0,3,c64f3fb07892612b,70f0d4d4d4d4f070,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1336.jpg,Training/notumor/Tr-no_1336.jpg,notumor,.jpg,train,12856,23794834130a37699051efa29c29b9af12ae94b6a65d3957d7f9ad667f9bdf0f,201,251,RGB,0.8007968127490039,3,c35904281fcb4fcf,d0c86849e88de8e8,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_165.jpg,Training/notumor/Tr-no_165.jpg,notumor,.jpg,train,12856,23794834130a37699051efa29c29b9af12ae94b6a65d3957d7f9ad667f9bdf0f,201,251,RGB,0.8007968127490039,3,c35904281fcb4fcf,d0c86849e88de8e8,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_649.jpg,Training/notumor/Tr-no_649.jpg,notumor,.jpg,train,32715,23a839738271bed355a592894783aaec5b225a7ea883e26b116b63a6edb819a1,411,501,RGB,0.8203592814371258,3,d4580aab2f052f3f,f9e0b4b688aad4e8,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_817.jpg,Training/notumor/Tr-no_817.jpg,notumor,.jpg,train,32715,23a839738271bed355a592894783aaec5b225a7ea883e26b116b63a6edb819a1,411,501,RGB,0.8203592814371258,3,d4580aab2f052f3f,f9e0b4b688aad4e8,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_138.jpg,Training/notumor/Tr-no_138.jpg,notumor,.jpg,train,33378,24d874e516a3da5ce8ada80135a0a62c8474538f72f098ad9d3e7ff794595f35,442,442,RGB,1.0,3,977a68a5689661cb,3179d4d4d4d4f071,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1383.jpg,Training/notumor/Tr-no_1383.jpg,notumor,.jpg,train,33378,24d874e516a3da5ce8ada80135a0a62c8474538f72f098ad9d3e7ff794595f35,442,442,RGB,1.0,3,977a68a5689661cb,3179d4d4d4d4f071,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\meningioma\Tr-me_339.jpg,Training/meningioma/Tr-me_339.jpg,meningioma,.jpg,train,26281,24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,455,500,RGB,0.91,3,c4736ead39cc3984,69e8e0e0d0e4e070,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\meningioma\Tr-me_534.jpg,Training/meningioma/Tr-me_534.jpg,meningioma,.jpg,train,26281,24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,455,500,RGB,0.91,3,c4736ead39cc3984,69e8e0e0d0e4e070,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\meningioma\Tr-me_86.jpg,Training/meningioma/Tr-me_86.jpg,meningioma,.jpg,train,26281,24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,455,500,RGB,0.91,3,c4736ead39cc3984,69e8e0e0d0e4e070,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_250.jpg,Training/notumor/Tr-no_250.jpg,notumor,.jpg,train,13582,25c13de1f058a3b2d081828fab9a6589ac1feba9a0c3963e8033115e3b9bc2ee,236,236,RGB,1.0,3,95865e78782d6672,70f0ee9a9ceeee9c,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_472.jpg,Training/notumor/Tr-no_472.jpg,notumor,.jpg,train,13582,25c13de1f058a3b2d081828fab9a6589ac1feba9a0c3963e8033115e3b9bc2ee,236,236,RGB,1.0,3,95865e78782d6672,70f0ee9a9ceeee9c,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1154.jpg,Training/notumor/Tr-no_1154.jpg,notumor,.jpg,train,20545,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,236,269,RGB,0.8773234200743495,3,c00f3b202f9bb56e,e0e0e0e4e6829818,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1235.jpg,Training/notumor/Tr-no_1235.jpg,notumor,.jpg,train,20545,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,236,269,RGB,0.8773234200743495,3,c00f3b202f9bb56e,e0e0e0e4e6829818,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1360.jpg,Training/notumor/Tr-no_1360.jpg,notumor,.jpg,train,20545,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,236,269,RGB,0.8773234200743495,3,c00f3b202f9bb56e,e0e0e0e4e6829818,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_854.jpg,Training/notumor/Tr-no_854.jpg,notumor,.jpg,train,20545,25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,236,269,RGB,0.8773234200743495,3,c00f3b202f9bb56e,e0e0e0e4e6829818,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1288.jpg,Training/notumor/Tr-no_1288.jpg,notumor,.jpg,train,136631,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,785,848,RGB,0.9257075471698112,3,d14a0fbd6e256964,61d0d4d4d4f0d470,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_831.jpg,Training/notumor/Tr-no_831.jpg,notumor,.jpg,train,136631,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,785,848,RGB,0.9257075471698112,3,d14a0fbd6e256964,61d0d4d4d4f0d470,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_863.jpg,Training/notumor/Tr-no_863.jpg,notumor,.jpg,train,136631,2779f5d9e97ff8a2283e34ab88a7e6de22c561367944758e2796f427fd2dddd9,785,848,RGB,0.9257075471698112,3,d14a0fbd6e256964,61d0d4d4d4f0d470,True,,JPEG,3,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_194.jpg,Training/notumor/Tr-no_194.jpg,notumor,.jpg,train,16776,280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,420,280,RGB,1.5,3,ce6c38b634326799,3261696168686930,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_219.jpg,Training/notumor/Tr-no_219.jpg,notumor,.jpg,train,16776,280d387f9ef5c5407c3a5618fc7e3a861fed385c6f4c2e11e1ee9b13a7faa102,420,280,RGB,1.5,3,ce6c38b634326799,3261696168686930,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_493.jpg,Training/notumor/Tr-no_493.jpg,notumor,.jpg,train,14611,29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,233,210,RGB,1.1095238095238096,3,955a363a3ab17361,386cdafafad8ceee,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_664.jpg,Training/notumor/Tr-no_664.jpg,notumor,.jpg,train,14611,29f5011764730ed401f04b4978195c0b9fcedb005c3408f89a7586259cb1b675,233,210,RGB,1.1095238095238096,3,955a363a3ab17361,386cdafafad8ceee,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1085.jpg,Training/notumor/Tr-no_1085.jpg,notumor,.jpg,train,52569,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,416,512,RGB,0.8125,3,817a7e2879e17a25,31e0d0d0d4aad6e8,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_692.jpg,Training/notumor/Tr-no_692.jpg,notumor,.jpg,train,52569,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,416,512,RGB,0.8125,3,817a7e2879e17a25,31e0d0d0d4aad6e8,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_767.jpg,Training/notumor/Tr-no_767.jpg,notumor,.jpg,train,52569,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,416,512,RGB,0.8125,3,817a7e2879e17a25,31e0d0d0d4aad6e8,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_98.jpg,Training/notumor/Tr-no_98.jpg,notumor,.jpg,train,52569,2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,416,512,RGB,0.8125,3,817a7e2879e17a25,31e0d0d0d4aad6e8,True,,JPEG,4,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_473.jpg,Training/notumor/Tr-no_473.jpg,notumor,.jpg,train,14360,2bcf7f2051a470cc90e74522c8141783f4e6e3b36b033e622bb446070804fbce,227,262,RGB,0.8664122137404581,3,c13b2ef03d75348c,71e8e8c8ccc8e0f0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_778.jpg,Training/notumor/Tr-no_778.jpg,notumor,.jpg,train,14360,2bcf7f2051a470cc90e74522c8141783f4e6e3b36b033e622bb446070804fbce,227,262,RGB,0.8664122137404581,3,c13b2ef03d75348c,71e8e8c8ccc8e0f0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1077.jpg,Training/notumor/Tr-no_1077.jpg,notumor,.jpg,train,15092,2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,208,278,RGB,0.7482014388489209,3,966a6db77a9820d2,69e8e8e8e8cce870,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1400.jpg,Training/notumor/Tr-no_1400.jpg,notumor,.jpg,train,15092,2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,208,278,RGB,0.7482014388489209,3,966a6db77a9820d2,69e8e8e8e8cce870,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_293.jpg,Training/notumor/Tr-no_293.jpg,notumor,.jpg,train,4386,2db2426323e2d116ddfd79ca17da4f0c3861a527eba11414ce1ffe403b5810bd,150,198,RGB,0.7575757575757576,3,9712197f12fa1b25,dcb2c94d4d558ad0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_60.jpg,Training/notumor/Tr-no_60.jpg,notumor,.jpg,train,4386,2db2426323e2d116ddfd79ca17da4f0c3861a527eba11414ce1ffe403b5810bd,150,198,RGB,0.7575757575757576,3,9712197f12fa1b25,dcb2c94d4d558ad0,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_577.jpg,Training/notumor/Tr-no_577.jpg,notumor,.jpg,train,127722,2e9979eb629886f51f2e4b143f7526fe57537077b3bcb1bfd7d4ecad00b30547,1024,1024,RGB,1.0,3,c64e6db56cd2342c,71f1e8e8cccce871,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_764.jpg,Training/notumor/Tr-no_764.jpg,notumor,.jpg,train,127722,2e9979eb629886f51f2e4b143f7526fe57537077b3bcb1bfd7d4ecad00b30547,1024,1024,RGB,1.0,3,c64e6db56cd2342c,71f1e8e8cccce871,True,,JPEG,2,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_112.jpg,Training/notumor/Tr-no_112.jpg,notumor,.jpg,train,25759,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,236,357,RGB,0.6610644257703081,3,c3692ca23cb5aec3,71e8e8c8c8e8c8f0,True,,JPEG,5,1,1,False,False
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\notumor\Tr-no_1178.jpg,Training/notumor/Tr-no_1178.jpg,notumor,.jpg,train,25759,2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,236,357,RGB,0.6610644257703081,3,c3692ca23cb5aec3,71e8e8c8c8e8c8f0,True,,JPEG,5,1,1,False,False
