relative_path_a,relative_path_b,split_a,split_b,class_a,class_b,phash_distance,dhash_distance,cross_split,different_class
Training/meningioma/Tr-me_715.jpg,Testing/meningioma/Te-me_9.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_717.jpg,Testing/meningioma/Te-me_75.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_726.jpg,Testing/meningioma/Te-me_2.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_726.jpg,Testing/meningioma/Te-me_252.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_737.jpg,Testing/meningioma/Te-me_175.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_740.jpg,Testing/meningioma/Te-me_81.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_753.jpg,Testing/meningioma/Te-me_206.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_758.jpg,Testing/meningioma/Te-me_162.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_760.jpg,Testing/meningioma/Te-me_234.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_771.jpg,Testing/meningioma/Te-me_19.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_776.jpg,Testing/meningioma/Te-me_253.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_799.jpg,Testing/meningioma/Te-me_229.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_799.jpg,Testing/meningioma/Te-me_293.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_845.jpg,Testing/meningioma/Te-me_126.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_846.jpg,Testing/meningioma/Te-me_117.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_86.jpg,Testing/meningioma/Te-me_116.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_86.jpg,Testing/meningioma/Te-me_235.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_865.jpg,Testing/meningioma/Te-me_111.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_865.jpg,Testing/meningioma/Te-me_174.jpg,train,test,meningioma,meningioma,2,0,True,False
Training/meningioma/Tr-me_877.jpg,Testing/meningioma/Te-me_109.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_880.jpg,Testing/meningioma/Te-me_243.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_897.jpg,Testing/meningioma/Te-me_279.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_905.jpg,Testing/meningioma/Te-me_83.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_920.jpg,Testing/meningioma/Te-me_219.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_946.jpg,Testing/meningioma/Te-me_94.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_954.jpg,Testing/meningioma/Te-me_280.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_957.jpg,Testing/meningioma/Te-me_156.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_960.jpg,Testing/meningioma/Te-me_149.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_962.jpg,Testing/meningioma/Te-me_113.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_965.jpg,Testing/meningioma/Te-me_223.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_980.jpg,Testing/meningioma/Te-me_288.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/meningioma/Tr-me_99.jpg,Testing/meningioma/Te-me_26.jpg,train,test,meningioma,meningioma,0,0,True,False
Training/notumor/Tr-no_1.jpg,Testing/notumor/Te-no_338.jpg,train,test,notumor,notumor,0,2,True,False
Training/notumor/Tr-no_10.jpg,Testing/notumor/Te-no_126.jpg,train,test,notumor,notumor,4,0,True,False
Training/notumor/Tr-no_1004.jpg,Testing/notumor/Te-no_194.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1008.jpg,Testing/notumor/Te-no_339.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1010.jpg,Testing/notumor/Te-no_244.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1010.jpg,Testing/notumor/Te-no_390.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1013.jpg,Testing/notumor/Te-no_316.jpg,train,test,notumor,notumor,0,2,True,False
Training/notumor/Tr-no_1017.jpg,Testing/notumor/Te-no_146.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1017.jpg,Testing/notumor/Te-no_83.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1022.jpg,Testing/notumor/Te-no_174.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_113.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_140.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_189.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_209.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_260.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_271.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_275.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_334.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_351.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1027.jpg,Testing/notumor/Te-no_388.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1029.jpg,Testing/notumor/Te-no_125.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1029.jpg,Testing/notumor/Te-no_276.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1029.jpg,Testing/notumor/Te-no_46.jpg,train,test,notumor,notumor,0,2,True,False
Training/notumor/Tr-no_1034.jpg,Testing/notumor/Te-no_348.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1038.jpg,Testing/notumor/Te-no_371.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1039.jpg,Testing/notumor/Te-no_163.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1039.jpg,Testing/notumor/Te-no_285.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1039.jpg,Testing/notumor/Te-no_344.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1039.jpg,Testing/notumor/Te-no_372.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1039.jpg,Testing/notumor/Te-no_391.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_104.jpg,Testing/notumor/Te-no_389.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1041.jpg,Testing/notumor/Te-no_225.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1049.jpg,Testing/notumor/Te-no_138.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1050.jpg,Testing/notumor/Te-no_180.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1050.jpg,Testing/notumor/Te-no_379.jpg,train,test,notumor,notumor,0,2,True,False
Training/notumor/Tr-no_1050.jpg,Testing/notumor/Te-no_72.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1050.jpg,Testing/notumor/Te-no_88.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1051.jpg,Testing/notumor/Te-no_163.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1051.jpg,Testing/notumor/Te-no_285.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1051.jpg,Testing/notumor/Te-no_344.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1051.jpg,Testing/notumor/Te-no_372.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1051.jpg,Testing/notumor/Te-no_391.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1052.jpg,Testing/notumor/Te-no_168.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1052.jpg,Testing/notumor/Te-no_211.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1052.jpg,Testing/notumor/Te-no_235.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1053.jpg,Testing/notumor/Te-no_118.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1053.jpg,Testing/notumor/Te-no_158.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1053.jpg,Testing/notumor/Te-no_171.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1053.jpg,Testing/notumor/Te-no_262.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1053.jpg,Testing/notumor/Te-no_397.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1053.jpg,Testing/notumor/Te-no_44.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1057.jpg,Testing/notumor/Te-no_301.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1057.jpg,Testing/notumor/Te-no_308.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_113.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_140.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_189.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_209.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_260.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_271.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_275.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_334.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_351.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1060.jpg,Testing/notumor/Te-no_388.jpg,train,test,notumor,notumor,28,0,True,False
Training/notumor/Tr-no_1061.jpg,Testing/notumor/Te-no_324.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_113.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_140.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_189.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_209.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_260.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_271.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_275.jpg,train,test,notumor,notumor,32,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_334.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_351.jpg,train,test,notumor,notumor,28,0,True,False
Training/notumor/Tr-no_1062.jpg,Testing/notumor/Te-no_388.jpg,train,test,notumor,notumor,0,0,True,False
Training/notumor/Tr-no_1066.jpg,Testing/notumor/Te-no_72.jpg,train,test,notumor,notumor,0,1,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_113.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_140.jpg,train,test,notumor,notumor,34,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_189.jpg,train,test,notumor,notumor,30,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_209.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_260.jpg,train,test,notumor,notumor,28,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_271.jpg,train,test,notumor,notumor,28,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_275.jpg,train,test,notumor,notumor,28,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_334.jpg,train,test,notumor,notumor,2,0,True,False
Training/notumor/Tr-no_1071.jpg,Testing/notumor/Te-no_351.jpg,train,test,notumor,notumor,32,0,True,False
