file_path,relative_path,class_label,file_extension,split_assigned,file_size_bytes,sha256_hash,width,height,color_mode,aspect_ratio,channels,phash,dhash,is_valid,error_flag,image_format
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1024.jpg,Training/glioma/Tr-gl_1024.jpg,glioma,.jpg,train,17942,4bb64bf7e354ef28d069e74ddd48d49eb041b86d95a16bb716b9d307019f62c6,512,512,L,1.0,1,974b6ea439b162a6,b271ccd0ccccd4c4,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1025.jpg,Training/glioma/Tr-gl_1025.jpg,glioma,.jpg,train,14068,eeccaec80782f4c52dfed9b16ac78875f80f57d1868e95e38e44f1175b94ccc4,512,512,L,1.0,1,d26d2db4705a33c9,8470d9d4d4cc7192,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1026.jpg,Training/glioma/Tr-gl_1026.jpg,glioma,.jpg,train,17163,15f7dab8087bc3f4a3121bbf64fe670031959f8ae50296f2b21c8b08aea85856,512,512,L,1.0,1,c2692f317cd27196,0463d9e4ecd8d461,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1027.jpg,Training/glioma/Tr-gl_1027.jpg,glioma,.jpg,train,14442,116a8096eaffd839cc9443d55b0fe140cce3067a7e7cda3ed6188b3d54fc57fd,512,512,L,1.0,1,973868e125d676cc,84b069d4f4dc71b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1028.jpg,Training/glioma/Tr-gl_1028.jpg,glioma,.jpg,train,17634,48b2f076b9d34efa613358ba48c09eea6f56499b7c8cc6dd36da17870687ba80,512,512,L,1.0,1,961c797131cd6666,b271e4dcccc8f0e8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1029.jpg,Training/glioma/Tr-gl_1029.jpg,glioma,.jpg,train,20132,39def2d3a848e65636053661a662f85d916542575789feb316722bc73ee0b76f,512,512,L,1.0,1,c46b2f313cd1b28b,8461c8a4b6acd064,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_103.jpg,Training/glioma/Tr-gl_103.jpg,glioma,.jpg,train,16475,550e372869abdc4461dd864ad54fdd5f20e110ca965344cb3911010684f34330,512,512,L,1.0,1,96ce6b9d60926569,b270d4cce8d470b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1030.jpg,Training/glioma/Tr-gl_1030.jpg,glioma,.jpg,train,24726,f3ce51c275ec36fd22285c12cb6475b6411eeb4394ca83e4c0efcfaa296a207a,512,512,RGB,1.0,3,93306e6e38d165e5,33e8dcd8e8e86961,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1031.jpg,Training/glioma/Tr-gl_1031.jpg,glioma,.jpg,train,17140,4bcf5a5d3935e7a29932985e101d6f79aade5c9e6cd5b06a55ec5c3aa602a64b,512,512,L,1.0,1,d3376ecc3c493149,a868dcdcd4d4f032,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1032.jpg,Training/glioma/Tr-gl_1032.jpg,glioma,.jpg,train,19277,aedd48e573fa1d8515942e963832931ffe9d91a02f26b9ce5075a2706520c9c0,512,512,L,1.0,1,976a7a6960e52785,b271ececd4d4f0fc,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1033.jpg,Training/glioma/Tr-gl_1033.jpg,glioma,.jpg,train,27253,3c6c8b180965a599521819052c4765ce445e535d1e25086d3f4e7cd03833f2fb,512,512,RGB,1.0,3,94693a6538e765b2,b2f8cce0dcd4ece8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1034.jpg,Training/glioma/Tr-gl_1034.jpg,glioma,.jpg,train,12988,ddc78b7d45b94213b94810f19f92b1d0f650b900d0d2e660f28a730d749af004,512,512,L,1.0,1,971e68c1254f327e,b2f0f8d4d4c870b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1035.jpg,Training/glioma/Tr-gl_1035.jpg,glioma,.jpg,train,22687,cf62be31de13d56e9ad6f5c0abdb4c3132c7c8b087326e8c262cfc34031543ec,512,512,L,1.0,1,d04a6f0d6fa53c2c,f0d8d4f0aaaccccc,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1036.jpg,Training/glioma/Tr-gl_1036.jpg,glioma,.jpg,train,21408,71e061fa1eb8584b3497e543dd316c7e4f87419234050628b9484e83f28eaa4e,512,512,L,1.0,1,c33c6b343de03636,b271c4d0ccccccc8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1037.jpg,Training/glioma/Tr-gl_1037.jpg,glioma,.jpg,train,19919,59bd1f9c9b39d6914450e652be61572aa67e3e52f9b565ea1d584be9ae487124,512,512,L,1.0,1,938c6b1e2cc3ad2d,71ccd0d4f0ccc849,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1038.jpg,Training/glioma/Tr-gl_1038.jpg,glioma,.jpg,train,22410,1ae3aba8ce49de12f188b112b397ca6bac449723a7cfe2171d04bb63d573bc02,512,512,RGB,1.0,3,853e7a6121e724e7,92f0ecd4ccf4d454,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1039.jpg,Training/glioma/Tr-gl_1039.jpg,glioma,.jpg,train,13842,cc0250d1cc59fb33e3ef9fe3aa6f4d46a0b4a96c0dc4bf62b84ac9add9a682a9,512,512,L,1.0,1,973a68e125c7364e,92f068d4d4c470b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_104.jpg,Training/glioma/Tr-gl_104.jpg,glioma,.jpg,train,26989,f18608438118e39d661c5f82242ace781a24cc8c61bf9d44aaf10aff1399df13,512,512,RGB,1.0,3,c19d2fd839cb6149,71c4c0c8f0cce0c8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1040.jpg,Training/glioma/Tr-gl_1040.jpg,glioma,.jpg,train,12516,3b500f02ad835c10898c77cbbe15078088b4ecc7623886aeb3c89ce2bd3340f4,512,512,L,1.0,1,c3c76d9e343c3231,b260d8d4d4cc7092,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1041.jpg,Training/glioma/Tr-gl_1041.jpg,glioma,.jpg,train,14638,d58cdf17314a094da866df2f63739ea31b549cb3daf7ac9e7c84fae9f3b4bb1c,512,512,L,1.0,1,c22f2db434c332cf,b260c8d4f4d4f132,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1042.jpg,Training/glioma/Tr-gl_1042.jpg,glioma,.jpg,train,19340,ed16958b5057a4fde31b6c0202848f7fcfaacb5222735f920b6e815298f136f3,512,512,L,1.0,1,c2692f3c7d347231,b2f0dcd8d8e8d454,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1043.jpg,Training/glioma/Tr-gl_1043.jpg,glioma,.jpg,train,23917,8750e005f5a056f19720c759d295494bc763f368078702de20e93561d116e0e1,512,512,L,1.0,1,c1966b493ecd6934,61d4aaf4a4d2d2a0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1044.jpg,Training/glioma/Tr-gl_1044.jpg,glioma,.jpg,train,25002,d0a1c7d0d6ca429d543405666971349e601fc07a8f683367d28c09924467f9e4,512,512,L,1.0,1,c04b6b8f3e4d3934,61c8b4b294d0e4f0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1045.jpg,Training/glioma/Tr-gl_1045.jpg,glioma,.jpg,train,19903,df89ff0f2ee56c5d299c461a8ec150ae06fb09dae8ec99322056099a7807d89d,512,512,L,1.0,1,d28d3f686c31e730,b2e8dcd4d4c8dcc8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1046.jpg,Training/glioma/Tr-gl_1046.jpg,glioma,.jpg,train,14292,d8ed005ff7b80c1dc76681677fa22df91f75432f114b7f84f2080a58c7053652,512,512,L,1.0,1,97947aca6169632d,b070d4d4d4cc70b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1047.jpg,Training/glioma/Tr-gl_1047.jpg,glioma,.jpg,train,20323,52c302bff4fe15cb933edc0c005b8059851d7ef223ff0454c6c8a7130998cdfa,512,512,L,1.0,1,d31c6a5a6db0616d,71ecdcf4e0c8d8c8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1048.jpg,Training/glioma/Tr-gl_1048.jpg,glioma,.jpg,train,15246,88eca485cd844c31363201136b0afaac7250c9ded387aaf6c0b6451b57f294fa,512,512,L,1.0,1,d30e2dd17493331e,b068c8d4d4dcf1b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1049.jpg,Training/glioma/Tr-gl_1049.jpg,glioma,.jpg,train,17040,1bcea581efcc9aae8ba7f77960a43f250afc3d1513b252bd55af3cb1969d2aa1,512,512,L,1.0,1,973e6ec46cc13133,b078dcc8dcd4f070,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_105.jpg,Training/glioma/Tr-gl_105.jpg,glioma,.jpg,train,18056,d5faa245547eceaff832fca9a4ae4e4f6da24ad61441b60d5d5792ed4630a84d,512,512,L,1.0,1,d32c6db064c396c7,86f0e8d4d4d4d9f0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1050.jpg,Training/glioma/Tr-gl_1050.jpg,glioma,.jpg,train,20875,b5dba58b59db3bbfc1669a2a24d0985c9b76284ea6e2187407c0349cd882b750,512,512,L,1.0,1,d2872e5a6d38319d,b2e8d4d4d4ccf1b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1051.jpg,Training/glioma/Tr-gl_1051.jpg,glioma,.jpg,train,19522,c1ae47f17fea410269ff4db9dc9512c04d1dabd8960d8cb8a30b163a3fdad1dd,512,512,L,1.0,1,c07b2f3534d162c7,0661c098b4c8d064,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1052.jpg,Training/glioma/Tr-gl_1052.jpg,glioma,.jpg,train,23311,75cc15aa6d260b97b7cb2a9e23c6acc015aac1a49e6bc5d5b6fdbebc8c90552c,512,512,L,1.0,1,c1977e4b3e0a4b0d,f1d4f2f492d0f0a0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1053.jpg,Training/glioma/Tr-gl_1053.jpg,glioma,.jpg,train,25022,e092a8ed839f0938368269cfcd5c60ceed0463644ab3c1e6557dabe71cfafce0,512,512,L,1.0,1,c17a4b2b2f2d3934,e1e094d28cdad2f2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1054.jpg,Training/glioma/Tr-gl_1054.jpg,glioma,.jpg,train,17920,34afadc89aac69e012a37d032cbe12e7c5e4b896352d85583ee90feba8c23a4a,512,512,L,1.0,1,c6366b693093639e,9260ecd4b4d0e0b2,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1055.jpg,Training/glioma/Tr-gl_1055.jpg,glioma,.jpg,train,18653,f151456548d75987b8cde6b06d46a0e63cd7d761f9fdb89bd775a3afb63e25a3,512,512,L,1.0,1,956f786025871eda,84b268d4f8d4ccd4,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1056.jpg,Training/glioma/Tr-gl_1056.jpg,glioma,.jpg,train,17420,648e3d7215a5e2fde7ec2c6e6259bc278ef099c224132f1e79299f6cf55e8054,512,512,L,1.0,1,c33c6b7a3cc2253c,72e8d4f0b0e8e9f0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1057.jpg,Training/glioma/Tr-gl_1057.jpg,glioma,.jpg,train,26019,dcb8d6cb4496603b7d8757bef29fa39cf1d84a4e5d953b3135d19dbd788b7dff,512,512,RGB,1.0,3,c6493f0f38e53478,71c8c4d0e8ece46c,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1058.jpg,Training/glioma/Tr-gl_1058.jpg,glioma,.jpg,train,15766,bea567b2fe260ee9fc3450806b2a433eb875849181a47be97f6fd85fbcd163af,512,512,L,1.0,1,9a613c3964b3679a,8270e8d4d4797169,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1059.jpg,Training/glioma/Tr-gl_1059.jpg,glioma,.jpg,train,27596,d40f0941fa3b959e31021edc63aa5f31e923454a44677b8ca824e13ff2976ebe,512,512,L,1.0,1,c5724e1b7c0f683c,61ccb2a49ada6aa0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_106.jpg,Training/glioma/Tr-gl_106.jpg,glioma,.jpg,train,16280,ed8db2918d77b4a021330d5056aa61988ae493f4925b84f2015e6ef383bbcbd5,512,512,L,1.0,1,c3cb6e9d316c6438,f2e9e4dcd8e87082,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1060.jpg,Training/glioma/Tr-gl_1060.jpg,glioma,.jpg,train,19941,f06ca8638a927dcac447fcb997d0b3c3eaa83346c5773513a08d87eb6b1b68a0,512,512,L,1.0,1,c31c690f786d6c71,71e8d4d4e869c8d8,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1061.jpg,Training/glioma/Tr-gl_1061.jpg,glioma,.jpg,train,21317,b45e44023dc38d81ef38807a7c9c988e9575a6cc71dc62fd861d58093f632808,512,512,L,1.0,1,c16e2b3d7c2534b2,63c094a2b4d2d8d0,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1062.jpg,Training/glioma/Tr-gl_1062.jpg,glioma,.jpg,train,20808,3063e7d8fe33a31035935f048c64dd6988596c504af0432238bb84413add44ba,512,512,L,1.0,1,d06a2fb470b076e3,8270d8b4dcccdcd4,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1063.jpg,Training/glioma/Tr-gl_1063.jpg,glioma,.jpg,train,18593,3fd896730cbd7d870998082bf093ebf94ff9234ba704410c63d8fb3385692486,512,512,L,1.0,1,964b6f1d78a43874,72c8d4f0f8ecccc4,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1064.jpg,Training/glioma/Tr-gl_1064.jpg,glioma,.jpg,train,21960,4d3506f55b9534015f4ce41c8b9cfed12d3187717a2a5aa554efd660794e71dd,512,512,L,1.0,1,c33c6b6a7cc02d3c,71ccd4d4e8c8c8e9,True,,JPEG
C:\Users\pedro\Desktop\Projeto do TCC\Brain Tumor MRI Dataset\Training\glioma\Tr-gl_1065.jpg,Training/glioma/Tr-gl_1065.jpg,glioma,.jpg,train,25334,4cfe02ccbdb9be081c98ba776db8f2f9662ce909c270cb39fa12ed2e70393fb8,512,512,RGB,1.0,3,c6393a613de66427,b269ececd4cccc69,True,,JPEG
