file_path,dimensions,color_mode,is_valid,error_flag,class_label,file_extension,aspect_ratio,channels,split_assigned,file_size_bytes,sha256_hash,phash,dhash
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_3.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,16474,3eb113302e8d7aa67d726c0017e18f7df371dd32fd291f6e4bc467a32648b34d,921a6ee17196666d,b270e4ccd8cc70b0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_30.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23999,1cc78b4114c125d8133150cbb52aa59b28dda8aac45cf93acdfdc05a9d1f4c36,95337eac39416566,79e8c8dae8d2e4b1
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_31.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23257,e008e1912d671fad97f0771a5bd1e0aa57fe4fbbbae07100a1f1f0d9ece5d523,853f786863d32587,0170eeddceb6b0c2
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_32.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,20693,3c7a6c308708821f348121cf3ee9c4cf447a3afca4138dd3ade473ea0bde8edb,c2692f3f30346c67,32e8e0cccce8e469
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_33.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,24424,632dd2f8bee9a7ed5e977bac76d6bc884c1d77b0ed53da279455777b25286be5,d20d2b0d2db33cf4,70c88cc8a0acccc8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_34.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,19391,c292dda3c100f43386e6100a59bcf440d61a6ba566cfba5eb814e66050475283,c23c2f7035f274c3,1271f4d4cce4c8f0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_35.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22893,0adaa884f948a8e65a33f7e59784990293e1620d6ddb788a9897b6a6b543498d,85ce5ed26a2a3969,e0e4e2c4cad8d8d0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_36.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,14121,460f6d00369b16c1efb7ea1ec0c9d0ddb54e19fea8a01bef3e3ba8a502fccf9d,c2c23d0f343c7373,32f1c8ece4e97080
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_37.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,19828,b2992e6b4332d95a1259f81763d990860f0c6d73e1ddcdd0195ec6c25e6d5a06,c2693f2c78b26ce2,3269c4e8f4e0cce8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_38.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,18203,dd67b6cc1d49d341379d94f38c398e821116c2a50cbc2e66771dc0079620eaeb,976b7aa5281e65c2,b279c8f0c8cc70b0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_39.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23880,26233e453ea02e7dc9f10bed16e48502ee9ff31c58e32e02105cc43543e0fa5f,d4057a7e2bf86d20,79fcf2d8c864b4e9
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_4.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,15770,5664bb02302c9107d551c1cb31903ace78132446362493553414428f58928f3d,9796787861616766,b270d4d0f069b2c4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_40.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,20724,0d4f1aebe171eafb3015b051a2356c265508385a3f4a3f2503d1626b0be791d5,d42f3e6931e425c6,8279e4f898a8acec
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_41.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22954,90d447f04b72cc2f5ceceef03e463df292bf1651d1c38be5727921f678eec355,d14a2b2d7d3534d2,22f18c9a1296dacc
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_42.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,19375,8153d4fe740412b8ef01a30521ddd0c1ce4d982eed5e99ecaab05e989ae794fd,966a393568e67661,1071ececd4dcec70
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_43.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,27038,bba0f61966100c4702d83731f0290ea22c80bfd28d356d4b4c3e87eee597354d,915f6a2978a471b5,3370f4eaba8aaab2
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_44.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,27440,40246c7527e2a2c685ecd1d21b1c06d6f8ee9e986a9b96dff2dfbe26ccf46442,d48b0b8a0ddb6b1d,f8cc88b0b4848cc8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_45.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23415,8278fcfb6f3de451852994816c9e808f4ea382dfa951cdac12fd638fe5ed5ebb,d50f7a782a6269e1,39e4daeab29a8cd9
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_46.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,27417,da95a0203efab6b4a1f6e71cc8140bc62963343fb827cc956bf8e6834bb2211b,84365e7839726e65,68ececca92a8cce8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_47.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,26431,0b2482a789d5b39a36d7790e0a600397415287f2e6d8050d4b58a29e5b84d5f4,85871f9178cc6cce,e4cceca2eaeac471
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_48.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,20898,1349e6fa48787081459a84d8ef53deff37cead2c544640a93eebbac190a07ceb,c16e6a6d3c347493,20e1ecc4d2d4d0d0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_49.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22713,33f7eba584db48b243f1e983ceca28b4950e38f00a02c100b1fbd1ca790fabd3,d00f4efc2d6171f0,31e0dcde989cc8d1
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_5.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,17529,2a283e764f0f0f4baf8fb27042b0963604c84c6cc088100c26bb630c1c32c6c5,c6393b6461c6669b,9271e8f0d4c4e032
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_50.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22078,ba6a7293bc901c5e75b93805335289387aa0045dda0b5d8ec53312908b95e6ea,951a6e6968e533e4,1078d8d892dac4e4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_51.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,14144,74325e4603797474d6d0a201630ac230e8db17408ab83696f9e4e8422c0c4029,d34b6ca4319bb269,1071e8d8dce87110
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_52.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,20037,b199420d92fec201701838ebf3550cf2741d56784e7b2e8541680283d21c4cb2,d1c16e1b4b6c1e99,f0cca8e4d078a0cc
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_53.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,19643,b8fd688db80f3b8686b45765fe6d97862cfdbe1f2ee7306af4b3e6247b7000f1,c3b72ec879193166,b068ccd0e0d4f1b2
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_54.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,19601,0f5b870568ad6e965007644e39c953746e5d0b2e7d2b15ec723c4e3c5804e149,96867adb69586136,7068ccd4e8d471b0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_55.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,20334,c111e81603947f8485e08cc77640ab97fdd18674bc81bee226c477406dbda78d,c0d02f0b6d6c3f3c,70dcb4a4d0f0e0d4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_56.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21433,1da9be7814f93669ef4a9613a7df5b40e6c55b27d8cda6875eaa7601821e12a5,c04b3f3d2ce23c74,71d8d4e8b4d4ccec
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_57.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,24436,1b33488a761a5be2311c2eb8ea0061630b3e76719cb6baf2210b8fc41d6b7a65,d55f0a2d016d2f35,e1902890960e94dc
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_58.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,27870,3fd1ea46215e5b695580fe9e4061e3370659fe5b257a318bed70b22c47bde8b6,850e775c70b30bf8,78eae9caa6ea5ac4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_59.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,26436,86035ce6835610a316297df3e04bfaa1bf65fd781e828a20470b6212157e790c,c06e2b3d6d353c34,62e1a4aab694c8c0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_6.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,14392,5f5ca6ea647c67a5a4ff1f870729ab4edda7de0ff5e791768a4daa55600ff94a,973868e165ce36d8,40b069f4d0cc7192
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_60.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23960,89eeef171d4086d3d31bb56225e56b32f5a3530387e06834bd1a6d72de9cb9ec,950b56795a666bc1,38f6ceee9296a6ec
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_61.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,26029,285d3ab2b866d89c534bf7d9ff011266d9fbbdbca23d1d7c8dda62a466e91bb2,d0d00b837ddb3d8c,f0d4a8ccb6c8e871
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_62.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,25332,a50c46a5fb0ff4ec257f72d8afcc4536ad564a493a18f538309dc790dec298ff,c45a4b8b7f2d6838,e1cc94a4a8b6cccc
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_63.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,20810,b6ba3203b90451bb08bf218e6b0ebf15c72131e1dfebbc0acb79b0a540db3951,966d7a2c79332cc2,9069c4c8e4e0e871
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_64.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23395,9f38fbb03025cb18612d338a12a77cc2e52b4d78f79b8e402c5a9690488c2ee9,d08b1a722f6e7d48,f8d8a8d490d4ece8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_65.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22678,99a472ad4e769a62a4b98a6a614770b0f07a91d64b46d1aebd934c400c3a1f34,854b7a257ead7034,61c0d4e2a4c8e6a4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_66.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22623,c6caea871a999f1240f80f498386d069398ebb933ba6333e1e113b98cf58829f,853e7ae06b3225f1,b174ccced2c6ecd9
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_67.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21746,9f998e7c29943e610da04a26a9b8022aa94046c9fed76af00a3f14960135129e,85783f317cc49c63,0269d4b094d6cc68
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_68.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21509,efdab6944e91c968ab44248a9371d2ce6cccebf9dc20d3dcbf2977d07509658f,c02f6a1d782d7936,61e0c8d4ccd0c4c9
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_69.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23804,467cb7b1c96929ac3dfe1ae9ee737c43cb83ec29d9f2ee2bf187eb8c6b7e16d5,815a6e2d7cb33471,32e0d8d8f6d6dce8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_7.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22087,0ae59c938f03327a1048e94f17ded2498a6d2e5413038bb40247220a9b24dc7d,c03f7a7429f06527,1178c4facae4e4e1
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_70.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,25923,97c1d7035e2fcae6184026a6eb62e458ec5448c66955058056d3ea30289904a6,d4d47a97218ae17a,c8ac9696aed46801
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_71.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22303,cb0e2771e39b5a4ffb79eb805f40e23fbb80dc45c294afdae3c245e038a7a791,942b7e7839e12d86,1178e4dab090c4e4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_72.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,18132,6ff666663d1efe717c38f5efea7ed7a1bc29210b426758813b9b37a6369449d1,c4377b702c873587,10f0ccf6b48cd070
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_73.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,25989,9b5d3ca6c088be2d46e36ca210038263cca6221ab5d2ee6ba4e29978908fcea4,d0d80b833ddb3d8c,f1d4e8ccb4ccc871
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_74.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,26102,aea3562a060993b23568159fda792ee440e601eacf053962faea95d870211448,810f5fd91a5c2de8,78ccc6b492d6ccec
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_75.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21936,5cf0a9333dc348e7e3dbb0e782684baa469232173ade3240d30551077121d0e1,857a1fad7c3064c5,33f0cc8cc2cec868
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_76.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,16220,ae2bcf6c48b0774df4cd1917d9a5293788471c3baf434b7c0dcd08ac2cfd3b6b,c2e03d2f70b873d2,9261c8d0d0e87092
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_77.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21419,e047ff7a00d96835ca5104495ca2adf138126c3ee3420a02f169ed243d425110,c06d2f323db17836,62e1d492acd8cc61
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_78.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22908,38bc8978fe96bb488124e02ed9065fa4c5282a132b960a8003d62b316aaa5a2c,c5782f3d6c663065,32f0d4e8d0dccce4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_79.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21839,a54e819cc7bad9efa847e08694fc48607c3cb317e22fb37fd36fab5297d69955,85c1789e6a78ac7a,60d2d6c6ed7cb801
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_8.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22603,81de38f2823146b82982a846f791af60a17bfe1592764ba72dd73297bb365234,c15c6e6b2c2d693c,61d8d0e6eadacae8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_80.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23085,f7d9e8eb12a78b8793b672c2e13f953bae94fe8723ac1b9ed4fd0578622b26eb,d01e2f7069f06d65,39f4e4b8c8f4d4c4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_81.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,24486,317b94e7d9ad7788c8fff5a6db0f1f9188da588c5511caea6c2fb94c725c3aef,d0b32bf32d243c93,e8c8d4a6a8a8d471
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_82.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22195,ba11464d476f7136d4725a6604b0d2682c32aef4eabb9593334b060d8aa646f7,94693e5a397a612d,79f4c898d4d4ecf4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_83.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23658,efdab62f269fe158a5603afd5438666aaad69f1de7955d10b3851b191365509f,84587b257dd331d8,b2e0dcf0e6cce8b0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_84.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,26254,0ba0ee3fff4061497f5cac111a2cfbc380a0a80f49682934ecef0163e17cab9c,855a1a6e78bb60e9,71eccaeac6ccecd4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_85.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,22179,52a18b71c9df3b6ae1f80f0e8e6bb249d48865f146d6c4c4611bce632180535d,c16e2b2d74b139d2,32e1d8e4e4dad8d8
